last_name, first_name,player_id,year,pa,walk,k_percent,batting_avg,xba,exit_velocity_avg,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent
Profar, Jurickson,595777,2022,658,73,15.7,.243,.251,87.5,34.7,4,34.3,97.859468559,92.98708518,18.7,43.6
Profar, Jurickson,595777,2023,521,50,17.3,.242,.247,86.5,37.7,4,31.8,97.18982877,92.606877674,20,47.2
Profar, Jurickson,595777,2024,393,46,15,.305,.292,90.8,35,7.4,41.7,100.610747554,94.610934152,17.9,45.6
Báez, Javier,595879,2015,80,4,30,.289,.243,91.7,44.2,9.6,32.7,99.451095385,94.005053725,32.9,51.8
Báez, Javier,595879,2016,450,15,24,.273,.229,88.4,25.6,5.7,32.3,98.790531781,93.454791473,28.4,53
Báez, Javier,595879,2017,508,30,28.3,.273,.234,87.9,28.2,8.4,36,99.492966111,93.765627399,36.2,56.5
Báez, Javier,595879,2018,645,29,25.9,.290,.262,90.6,33.1,12.6,43.3,101.960975256,95.233508395,33.8,57.9
Báez, Javier,595879,2019,561,28,27.8,.281,.260,91.1,36.3,12.7,43.6,102.448426524,95.481472949,35.5,55.5
Báez, Javier,595879,2020,235,7,31.9,.203,.213,89.4,24.8,8.1,40.3,101.31207375,94.809897708,37.8,53.2
Báez, Javier,595879,2021,547,28,33.6,.265,.237,90.1,32.7,13.4,45.2,102.100878994,95.40051456,40.5,56.9
Báez, Javier,595879,2022,590,26,24.9,.238,.226,87.9,29.7,8,38,99.689131182,93.890376232,35.8,55.8
Báez, Javier,595879,2023,547,24,22.9,.222,.234,88,28.9,5.2,39.7,100.19637776,94.157773958,32.6,54.8
Báez, Javier,595879,2024,214,8,20.1,.179,.228,88.1,25.5,5.6,38.1,100.16942125,94.144157125,27.8,53.1
Bird, Greg,595885,2015,178,19,29.8,.261,.255,93,45.7,15.2,53.3,101.614069623,95.478809524,27.4,45.6
Bird, Greg,595885,2017,170,19,24.7,.190,.204,90.1,30.8,8.4,41,99.645134231,94.068894038,30.5,42.9
Bird, Greg,595885,2018,311,30,25.1,.199,.198,87.9,33.8,10.6,33.3,97.911798454,92.964145464,25.6,45.6
Cave, Jake,595909,2018,309,18,33,.265,.256,89.2,41.4,14.5,38.2,100.002213696,94.21067612,30.4,49.4
Cave, Jake,595909,2019,228,21,31.1,.258,.260,90.5,38.3,12.5,43.8,100.842377969,94.839403906,31.8,47.7
Cave, Jake,595909,2020,123,5,35.8,.221,.213,87.4,27.5,4.3,39.1,98.498719412,93.344703088,39.6,47.6
Cave, Jake,595909,2021,178,10,34.8,.189,.220,87,38.8,5.8,33,97.212427059,92.655349703,32.4,45.5
Cave, Jake,595909,2022,177,11,27.7,.213,.213,90.7,38.5,10.3,42.7,99.526718814,94.448232906,35,50.7
Cave, Jake,595909,2023,203,15,27.1,.212,.203,89.3,29.5,7.6,34.8,98.602982576,93.425616336,26.7,48.8
Cave, Jake,595909,2024,186,12,25.8,.256,.249,87.3,36.5,4,34.9,97.813737742,93.137448548,26.7,52.8
Evans, Phillip,595943,2021,247,28,21.5,.206,.244,88.4,25.5,4.3,42.9,100.887540864,94.73554913,23.6,44.7
Gallagher, Cam,595956,2018,69,3,21.7,.206,.218,85.8,32,8,24,95.671092,91.951999184,19.8,43.9
Gallagher, Cam,595956,2019,142,11,19.7,.238,.205,86.3,38,2,24,95.550268333,91.795170521,17.5,42.7
Gallagher, Cam,595956,2020,60,6,18.3,.283,.264,82.7,37.2,0,23.3,93.216440952,90.779027857,20.8,41.4
Gallagher, Cam,595956,2021,124,8,16.1,.250,.250,85.9,35.8,0,27.4,96.258460652,92.129230326,15.3,49.9
Gallagher, Cam,595956,2023,149,4,30.9,.126,.154,82.5,24.5,2,20.4,94.077365208,91.145200104,22.3,51.5
Goeddel, Tyler,595963,2016,234,17,22.2,.192,.216,87.3,25.8,1.8,30.1,97.43554775,92.747472516,25.2,45.7
Hedges, Austin,595978,2015,152,8,25,.168,.190,88.1,31.4,1,24.8,96.6870166,92.411606364,27.2,52.1
Hedges, Austin,595978,2017,417,23,29.3,.214,.196,87.8,29,6.7,34.3,98.531182154,93.279151308,32,53.1
Hedges, Austin,595978,2018,326,21,27.6,.231,.203,85.6,30.8,6.5,29.9,97.338832056,92.693379671,27.9,49.1
Hedges, Austin,595978,2019,347,27,31.4,.176,.195,86.7,32,8.3,32.5,97.733819802,92.919899257,33.2,51.3
Hedges, Austin,595978,2020,83,6,27.7,.145,.204,90.2,26.9,7.7,38.5,100.062976522,94.531120435,24.3,40.6
Hedges, Austin,595978,2021,312,15,27.9,.178,.191,85.8,28.2,3.8,30.1,97.324943131,92.66313798,29.4,54
Hedges, Austin,595978,2022,338,25,23.1,.163,.180,84.2,31.9,3.1,22.3,94.912102385,91.52196977,27.1,47.6
Hedges, Austin,595978,2023,212,11,22.2,.184,.215,87.2,29.1,0.7,31.1,97.087257286,92.598786763,28,52.1
Hedges, Austin,595978,2024,81,3,38.3,.145,.132,82.7,26.1,2.2,26.1,94.731088696,91.525835111,34.7,52.5
Heineman, Scott,595981,2019,85,9,23.5,.213,.215,87.4,32.7,1.8,36.4,98.2151375,93.215911091,28.9,47.6
Heineman, Scott,595981,2020,54,2,20.4,.154,.204,87,26.8,4.9,31.7,97.009727619,92.674860732,24.5,51.3
Kramer, Kevin,596012,2019,50,6,34,.167,.178,86.2,40.7,7.4,37,96.13957,92.318561481,24.3,48
Lindor, Francisco,596019,2015,438,27,15.8,.313,.278,89.9,27.3,3.5,36.7,99.49811525,93.97675768,18,51.1
Lindor, Francisco,596019,2016,684,57,12.9,.301,.288,88.7,34.6,4.1,33.5,98.275620837,93.192310667,17.1,47.6
Lindor, Francisco,596019,2017,723,60,12.9,.273,.280,89.1,32.2,7.1,35.9,99.056732355,93.659809564,15.3,47.4
Lindor, Francisco,596019,2018,745,70,14.4,.277,.289,90.6,34.3,9.3,41,100.765468945,94.6836536,17.5,47.1
Lindor, Francisco,596019,2019,654,46,15,.284,.273,91,29.8,7.5,41,101.130645418,94.847008982,17,51.4
Lindor, Francisco,596019,2020,266,24,15.4,.258,.279,89.9,36.5,5.6,41.1,99.684694433,94.059685052,20.3,48.9
Lindor, Francisco,596019,2021,524,58,18.3,.230,.254,90.7,35.6,8.2,44.1,100.654597006,94.782827712,23.2,47.4
Lindor, Francisco,596019,2022,706,59,18.8,.270,.254,89.3,29.2,8.3,41.3,99.740565418,94.14308743,22.9,47.8
Lindor, Francisco,596019,2023,687,66,19.9,.254,.255,91.2,35.8,10.4,43.9,100.821281314,94.916417775,22.8,48
Lindor, Francisco,596019,2024,431,36,16.9,.253,.280,90.6,34.5,13.7,46.6,100.6740375,94.875998109,22,47.9
Nogowski Jr., John,596056,2021,143,12,15.4,.233,.241,88.1,38,0,28.7,96.330647222,92.367491204,13.3,42.4
Odor, Rougned,596059,2015,470,23,16.8,.261,.234,88.3,26.8,5.4,32.8,98.719356647,93.447854882,18.7,48.1
Odor, Rougned,596059,2016,632,19,21.4,.271,.253,89.6,31.2,7.8,37.6,100.45374193,94.37478156,23.6,54.7
Odor, Rougned,596059,2017,651,32,24.9,.204,.230,89.1,27.2,6,36.6,99.639037783,93.931314864,25.9,52.9
Odor, Rougned,596059,2018,535,43,23.7,.253,.241,90.7,30.5,7.1,38.7,100.916553114,94.677154835,22.8,48.5
Odor, Rougned,596059,2019,581,52,30.6,.205,.221,91.1,30.6,13.6,45.6,101.734976168,95.31182003,29.1,47.9
Odor, Rougned,596059,2020,148,7,31.8,.167,.195,86,28,11.8,32.3,98.444349556,93.290596742,25.7,50.5
Odor, Rougned,596059,2021,361,27,27.7,.202,.202,89.1,29.6,9,38,100.043154906,94.176931232,28.9,51
Odor, Rougned,596059,2022,472,32,23.1,.207,.207,87.8,30.5,6.5,33.3,98.233676795,93.245734647,27.3,50.6
Odor, Rougned,596059,2023,157,17,23.6,.203,.241,90.1,38.6,6.9,37.6,99.290219,94.0237374,27.1,48.5
Slater, Austin,596103,2017,127,8,22.8,.282,.231,87.5,28.4,3.4,31.8,98.303712955,93.162469545,26.9,47
Slater, Austin,596103,2018,225,20,30.7,.251,.209,87.3,25.2,2.3,35.1,98.204462923,93.102563538,28.6,47
Slater, Austin,596103,2019,192,22,30.7,.238,.233,88.7,35.8,10.1,49.1,100.737708519,94.645085185,32.8,42.1
Slater, Austin,596103,2020,104,16,21.2,.282,.303,89.2,45.3,14.1,45.3,100.741879063,94.676060794,25.3,41.3
Slater, Austin,596103,2021,306,28,27.5,.241,.256,87.1,37.4,9.5,41.6,99.902361489,93.967423936,30,45.5
Slater, Austin,596103,2022,325,40,27.4,.264,.259,89,43.2,10.5,39.5,99.908713548,94.170847514,31.2,45.2
Slater, Austin,596103,2023,207,20,28,.270,.255,91.1,34.6,11.8,46.5,101.910679365,95.591557937,29.5,42.3
Slater, Austin,596103,2024,121,16,27.3,.192,.235,88.8,39.1,4.3,34.8,97.702795,93.176905735,27.4,43.9
Smith Jr., Dwight,596105,2018,75,7,17.3,.262,.208,87.9,34,3.8,24.5,96.286593077,92.159196154,22.7,42
Smith Jr., Dwight,596105,2019,392,26,20.9,.241,.236,89.1,30.4,3.9,39.3,100.125783957,94.187231727,28,45.7
Smith Jr., Dwight,596105,2020,72,7,26.4,.222,.196,89.9,22.2,6.7,44.4,100.445651818,94.579213636,26.5,40.8
Story, Trevor,596115,2016,415,35,31.3,.272,.262,91,44.5,13.9,44.5,102.071076807,95.437536765,29.4,45.9
Story, Trevor,596115,2017,555,49,34.4,.239,.217,89.4,37.1,10.5,38.3,99.957246387,94.168023722,31.4,48.2
Story, Trevor,596115,2018,656,47,25.6,.291,.266,91,38.2,12.7,46.2,102.395632222,95.482000348,24.9,50.3
Story, Trevor,596115,2019,656,58,26.5,.294,.260,91,36.5,8.6,46,101.223764423,95.034883125,26.4,48.1
Story, Trevor,596115,2020,259,24,24.3,.289,.253,89.9,40.1,8.7,41.3,100.396057209,94.467090526,25.7,45.8
Story, Trevor,596115,2021,595,53,23.4,.251,.245,90.6,34.2,9.9,42.6,100.826442959,94.729589592,27.4,50.8
Story, Trevor,596115,2022,396,32,30.8,.238,.221,88.9,36,11.3,40.6,100.613635333,94.400984812,30.8,49.8
Story, Trevor,596115,2023,168,9,32.7,.203,.210,88.5,42.7,9.7,39.8,99.807338431,94.011833627,31.7,50.8
Stubbs, Garrett,596117,2022,121,14,24.8,.264,.207,85.2,33.8,5.2,27.3,96.098752571,92.112040145,21.2,39.2
Stubbs, Garrett,596117,2023,125,9,23.2,.204,.161,83.4,18.8,0,17.6,93.635939189,90.852312703,22.4,46.8
Stubbs, Garrett,596117,2024,120,10,26.7,.185,.195,78.1,39.5,0,11.8,88.972331622,89.460902466,24.5,49.2
Swihart, Blake,596119,2015,309,18,24.9,.274,.254,86.8,35.2,2.8,27.2,96.9377275,92.468902885,22.3,47.1
Swihart, Blake,596119,2016,74,11,23,.258,.262,87.9,37,4.3,28.3,96.670639091,92.43614093,21.3,41.1
Swihart, Blake,596119,2018,207,15,27.5,.229,.213,86,34.1,5.2,26.7,96.252285,92.173034667,26.8,47.2
Swihart, Blake,596119,2019,99,6,36.4,.163,.197,85.7,33.9,5.4,28.6,96.09585,92.110448929,33.2,53.6
Vogelbach, Daniel,596129,2018,102,13,25.5,.207,.251,92.4,36.1,11.5,52.5,102.420557742,95.943180328,23.6,34.9
Vogelbach, Daniel,596129,2019,558,92,26.7,.208,.224,88.8,39,10.5,38,100.052249618,94.193186358,26.9,34
Vogelbach, Daniel,596129,2020,136,20,24.3,.209,.229,89.5,29.3,8.5,41.5,100.374978537,94.433077654,22.2,33.7
Vogelbach, Daniel,596129,2021,258,43,22.1,.219,.238,91.4,33.5,8.2,48.7,101.598522405,95.31562943,19.2,32.8
Vogelbach, Daniel,596129,2022,461,73,24.7,.238,.236,89.4,38.1,10.6,39.9,99.817658603,94.085066691,20.4,32.2
Vogelbach, Daniel,596129,2023,319,42,25.4,.233,.229,91.7,31.4,9.3,50,101.166799794,95.217899227,21.6,36
Vogelbach, Daniel,596129,2024,79,9,21.5,.186,.268,90.9,35.8,9.4,45.1,101.481826923,95.238581569,15.7,29.8
Sánchez, Gary,596142,2016,229,24,24.9,.299,.272,92.7,36.3,15.8,48.6,103.261436027,96.152749452,30.5,44.5
Sánchez, Gary,596142,2017,525,40,22.9,.278,.288,90.8,33.5,11.8,42.9,103.241467401,95.80975791,28.5,47.9
Sánchez, Gary,596142,2018,374,46,25.1,.186,.221,90.3,29.4,13.9,41.6,102.628491379,95.463731732,29.2,43.9
Sánchez, Gary,596142,2019,446,40,28,.232,.251,91,33.8,19.1,41.9,103.410339559,95.82221136,32.3,44
Sánchez, Gary,596142,2020,178,18,36,.147,.193,91.8,29.3,17.4,50,103.997915652,96.672059451,34,43.7
Sánchez, Gary,596142,2021,440,52,27.5,.204,.228,89.5,34.4,13.7,42,101.387474046,94.874494389,29.4,44.1
Sánchez, Gary,596142,2022,471,40,28.9,.205,.220,90.5,29.2,13.5,49.3,103.200555347,96.181078537,30.8,44
Sánchez, Gary,596142,2023,267,21,25.1,.217,.233,90.1,27.4,15.4,44.6,101.705364318,95.143946857,27.6,41.8
Sánchez, Gary,596142,2024,164,12,28,.218,.232,89.6,31.4,12.7,44.1,102.202175882,95.197318627,31.4,41.8
Sardinas, Luis,596143,2015,105,6,23.8,.196,.179,83,20.3,0,8.1,90.364938571,89.619851143,19.5,50.5
Sardinas, Luis,596143,2016,197,12,24.4,.244,.213,87.4,27.9,2.2,25.7,95.868045231,91.973553256,23.5,50.5
Sardinas, Luis,596143,2017,53,4,20.8,.163,.189,81.1,36.8,0,7.9,90.853373684,89.579237105,24.4,50.3
Cuthbert, Cheslor,596144,2015,50,4,18,.217,.193,87.9,29.7,0,27,96.70268,92.390735,19,44.6
Cuthbert, Cheslor,596144,2016,510,32,18.8,.274,.232,89.3,27,2.4,36.9,99.681248624,93.891186905,23.2,49.3
Cuthbert, Cheslor,596144,2017,153,9,25.5,.231,.221,85.8,34.3,2.9,28.6,97.178152453,92.651949238,29.9,52.1
Cuthbert, Cheslor,596144,2018,117,11,19.7,.194,.223,89.1,23.5,3.7,34.6,99.827392195,93.986704691,23.7,48.8
Cuthbert, Cheslor,596144,2019,330,19,20.3,.246,.248,88.8,31.4,4.5,37.6,99.671722149,93.927468678,24.1,48.6
Kepler, Max,596146,2016,447,42,20.8,.235,.241,89.7,30.1,3.9,37.5,100.710173289,94.425905066,20.9,43.3
Kepler, Max,596146,2017,568,47,20.1,.243,.244,88.7,31.9,4,36.7,100.408781206,94.244412821,22.2,43.3
Kepler, Max,596146,2018,611,71,15.7,.224,.233,89.5,30.1,6.6,38.2,99.909473889,94.078713565,17.8,42.7
Kepler, Max,596146,2019,596,60,16.6,.252,.259,89.7,30.5,8.9,42.1,100.805599577,94.514078635,20.1,49.4
Kepler, Max,596146,2020,196,22,18.4,.228,.258,88.5,30.9,5.1,38.2,99.204226765,93.676104222,21.2,44.8
Kepler, Max,596146,2021,490,54,19.6,.211,.255,89.8,35.3,10.8,42.5,100.947813174,94.654756198,23,44.7
Kepler, Max,596146,2022,446,49,14.8,.227,.266,89.1,31.9,7.1,39.9,100.09058546,94.217393221,19.9,46.1
Kepler, Max,596146,2023,491,45,21.6,.260,.271,91.9,35.7,12.2,47.9,102.056672262,95.65094244,19.8,47.5
Kepler, Max,596146,2024,270,16,19.3,.256,.246,89.1,34,7.6,38.1,99.877689588,94.081120052,23.8,52.8
Quinn, Roman,596451,2016,69,8,27.5,.263,.202,85.3,27.5,2.5,17.5,93.466298421,90.899112432,29.8,45.1
Quinn, Roman,596451,2018,143,10,24.5,.260,.229,87.5,28.9,2.1,27.8,97.262363913,92.637214783,28.6,48.8
Quinn, Roman,596451,2019,122,12,27.9,.213,.202,88.9,22.7,5.3,36,99.613877419,93.991941475,30.8,43.5
Quinn, Roman,596451,2020,116,5,33.6,.213,.210,85.8,22.9,2.9,25.7,97.427669667,92.793730339,28.4,52
Quinn, Roman,596451,2021,62,6,30.6,.173,.204,86.4,33.3,3,27.3,98.578144,93.336157333,30.1,40.4
Quinn, Roman,596451,2022,87,7,41.4,.215,.188,91.3,30.2,4.7,41.9,101.843556842,95.652174595,34.6,46.7
Franco, Maikel,596748,2015,335,26,15.5,.280,.259,88.8,33.2,5.9,37.2,99.836415887,93.953648831,24,47.7
Franco, Maikel,596748,2016,630,40,16.8,.255,.259,89.5,28.6,6.9,40.7,100.800776245,94.493352236,24.2,51.4
Franco, Maikel,596748,2017,623,41,15.2,.230,.246,88.8,26.6,6,36.2,99.874009298,94.021723996,22.3,50.3
Franco, Maikel,596748,2018,465,29,13.3,.270,.254,88,29.4,6.4,34.1,99.247430269,93.624036613,21.2,51.8
Franco, Maikel,596748,2019,428,36,14.3,.234,.245,89.1,24.2,6.9,38.4,100.63202897,94.350348879,22,51.5
Franco, Maikel,596748,2020,243,16,15.6,.278,.256,86.7,33.3,5.8,38.6,100.224684468,94.175420214,24.6,49.9
Franco, Maikel,596748,2021,403,20,16.6,.210,.224,88.2,28.1,5.1,33.9,99.462911847,93.782594824,24.1,50.1
Franco, Maikel,596748,2022,388,12,19.3,.229,.243,87,33.1,4.7,34.4,98.818458378,93.432468176,28,53.6
García, Robel,596825,2019,80,7,43.8,.208,.176,89.8,42.1,15.8,42.1,101.625057368,95.216182162,45.3,48.2
García, Robel,596825,2021,117,8,35.9,.151,.185,86.5,19.7,1.5,33.3,97.977249697,93.070330462,41.9,46.4
Choi, Ji Man,596847,2016,129,16,20.9,.170,.197,89.7,24.4,4.7,38.4,100.3073525,94.25176,18.8,40.3
Choi, Ji Man,596847,2018,221,26,24.9,.263,.236,90.3,35.8,11.7,43.1,101.0098975,94.767605147,29.5,41
Choi, Ji Man,596847,2019,487,64,22.2,.261,.260,91.2,37.9,11.3,42.7,101.047548701,94.915341299,25.3,43
Choi, Ji Man,596847,2020,145,20,24.8,.230,.193,89,30.3,3.4,39.3,99.950294091,94.229662414,31.7,44.5
Choi, Ji Man,596847,2021,305,45,28.5,.229,.237,91.2,39.2,9.4,46.8,101.415282353,95.226775235,31.7,42.5
Choi, Ji Man,596847,2022,419,58,29.4,.233,.236,92.2,37.3,11.9,47.5,101.295507712,95.335577574,32.3,41.7
Choi, Ji Man,596847,2023,117,10,29.9,.163,.237,93.4,33.8,19.7,59.2,103.507719167,97.052984225,30.8,46.4
Bradley Jr., Jackie,598265,2015,255,27,27.1,.249,.194,89.3,29.5,6.4,39.1,98.884965714,93.656405752,30.5,43.7
Bradley Jr., Jackie,598265,2016,636,63,22.5,.267,.241,90.3,29,8.6,39.3,99.809015388,94.102304199,26.7,45
Bradley Jr., Jackie,598265,2017,541,48,22.9,.245,.238,88.3,30.6,7.5,40,100.079550667,94.175932396,29.6,47.1
Bradley Jr., Jackie,598265,2018,535,46,25.6,.234,.257,92.2,35.2,10.3,50.1,101.981686,95.654560855,30.6,47.3
Bradley Jr., Jackie,598265,2019,567,56,27.3,.225,.228,90.2,30.5,9.6,44.8,100.737430117,94.682078123,32.6,48.1
Bradley Jr., Jackie,598265,2020,217,23,22.1,.283,.220,88.4,28.5,7.6,36.4,98.602853571,93.472785429,25.9,45.3
Bradley Jr., Jackie,598265,2021,428,28,30.8,.163,.194,89.7,27.9,5,40.3,98.888279922,93.730124086,34.3,47.8
Bradley Jr., Jackie,598265,2022,370,24,20.8,.203,.223,87.6,29.4,4.8,37.2,98.071881353,93.116593208,29.4,49.7
Bradley Jr., Jackie,598265,2023,113,5,25.7,.133,.187,88.1,23.4,7.8,35.1,98.833141842,93.611215333,32.6,53.4
O'Brien, Peter,598284,2016,67,3,40.3,.141,.182,86.2,29.7,16.2,29.7,96.923231579,92.867382162,45,60.2
O'Brien, Peter,598284,2018,74,7,29.7,.273,.280,92.1,44.4,15.6,51.1,102.76003913,95.921144889,31,44.7
Herrera, Dilson,599096,2015,103,11,22.3,.211,.205,84.9,29.9,3,25.4,94.59605,91.367578788,20.3,41.1
Herrera, Dilson,599096,2018,97,8,40.2,.184,.174,86.4,43.8,12.5,25,97.37785,92.688925,37.6,46.5
Motter, Taylor,600301,2016,93,11,20.4,.188,.200,85.3,32.3,4.8,22.6,93.974625806,91.254355161,21.2,42.7
Motter, Taylor,600301,2017,280,21,22.1,.198,.240,87.3,35.5,4.1,32.7,98.692700619,93.37488,20.9,44.7
Motter, Taylor,600301,2023,82,5,37.8,.171,.186,87,37.8,8.9,46.7,101.880473913,95.200464444,29,50
La Stella, Tommy,600303,2015,75,5,9.3,.269,.256,88.6,37.7,0,29.5,97.362881935,92.760840656,9.5,42.5
La Stella, Tommy,600303,2016,169,18,16,.270,.255,88.6,36.4,5.8,31.4,97.602167193,92.972199035,21.9,45.7
La Stella, Tommy,600303,2017,150,20,12,.288,.261,87.5,38.5,2.8,29.4,95.856466667,92.058380093,14.5,44.5
La Stella, Tommy,600303,2018,190,17,14.2,.266,.261,86,33.1,1.4,24.6,94.670566761,91.404879789,17.3,45.4
La Stella, Tommy,600303,2019,321,20,8.7,.295,.297,88.2,34.8,5.3,31.2,97.070269695,92.641464291,11.7,42.3
La Stella, Tommy,600303,2020,228,27,5.3,.281,.275,88,32.1,4.8,28.3,96.273957849,92.214603892,11.2,38.1
La Stella, Tommy,600303,2021,242,18,10.7,.250,.280,88.9,36.9,6.2,33.3,97.900392784,93.14712,12.2,39.7
La Stella, Tommy,600303,2022,195,11,15.4,.239,.232,87.9,37.3,2,32,97.045650909,92.615035294,16.7,40.7
Severino, Pedro,600474,2018,213,18,22.1,.168,.196,84,31.3,2.1,19.4,94.804501571,91.549901143,21.5,49.5
Severino, Pedro,600474,2019,341,29,21.4,.249,.265,87.6,35.7,8.5,33.6,99.019749573,93.539727039,24.8,44.1
Severino, Pedro,600474,2020,178,16,22.5,.250,.269,87.6,36.4,7.4,31.4,99.0569,93.575382269,28.2,45.9
Severino, Pedro,600474,2021,419,34,26,.248,.249,88.2,33.5,7.6,38.5,100.998962681,94.5406432,29.5,47.9
Núñez, Renato,600524,2018,261,19,23.8,.258,.216,89,28.4,8.5,36.4,99.98553875,94.061402286,31.4,50
Núñez, Renato,600524,2019,599,44,23.9,.244,.252,89.9,32.1,10.7,40.9,101.416437214,94.827385786,27.4,49.5
Núñez, Renato,600524,2020,216,17,29.6,.256,.227,86.3,37.9,12.1,36.4,98.851627273,93.444118636,30.1,52.1
Núñez, Renato,600524,2021,55,1,29.1,.189,.176,85,21.6,2.7,35.1,98.313301053,93.305548108,28.2,53.4
Arteaga, Humberto,600858,2019,135,8,20.7,.197,.222,84.5,29.9,0,21.6,94.116868085,91.150837527,22.1,54.1
Candelario, Jeimer,600869,2017,142,13,21.1,.283,.248,86.7,37.1,4.1,33,97.860786531,92.981857732,28.6,45
Candelario, Jeimer,600869,2018,619,66,25.8,.224,.206,87.1,32,6,33.6,98.291855781,93.146780938,25.6,42.6
Candelario, Jeimer,600869,2019,386,43,25.6,.203,.231,88.2,32.9,5.9,33.8,99.260932458,93.636242119,25.8,43.6
Candelario, Jeimer,600869,2020,206,20,23.8,.297,.277,90.2,37.5,10.3,47.1,101.954374925,95.267632164,27.6,45
Candelario, Jeimer,600869,2021,626,65,21.6,.271,.278,88.7,38.6,9,39.1,99.820428626,94.030826508,23.4,47.6
Candelario, Jeimer,600869,2022,467,28,23.3,.217,.228,87.2,37,8.3,34.6,98.352499379,93.27808162,25.4,52.6
Candelario, Jeimer,600869,2023,576,53,22,.251,.236,88.3,36.9,7.9,36.4,99.185208,93.708029184,24.2,47.4
Candelario, Jeimer,600869,2024,352,23,24.1,.241,.226,86.6,35,7.5,34.2,97.67831625,92.845201167,29.1,52.6
Daza, Yonathan,602074,2019,105,7,20,.206,.202,84.5,24.7,1.3,20.8,93.111274865,90.945507297,23.3,51.1
Daza, Yonathan,602074,2021,331,21,18.1,.282,.253,85.2,32.3,2,27,95.398912083,91.715523292,19.8,50.3
Daza, Yonathan,602074,2022,408,26,14.2,.301,.282,84.8,34.1,1.9,25,95.180250189,91.627182587,18.7,50.5
Daza, Yonathan,602074,2023,80,3,16.3,.270,.230,85,30.2,1.6,19,94.851176667,91.438476,19.7,57.1
Urías, Ramón,602104,2021,296,28,25.7,.279,.270,89.6,34.4,9.7,42.5,100.299722391,94.477848641,25.8,43.9
Urías, Ramón,602104,2022,445,30,22,.248,.250,89.4,32.1,9.6,46.5,100.690244675,94.67897342,27.4,49.8
Urías, Ramón,602104,2023,396,27,25.5,.264,.226,89.2,30.4,6.9,38.1,99.139793769,93.685443346,28.7,49.1
Urías, Ramón,602104,2024,161,12,14.3,.233,.235,86.9,26.8,7.3,34.1,97.560814839,92.876834715,25.2,47.3
Rondon, José,602922,2018,107,7,28,.230,.241,85.9,30,11.4,35.7,98.201432286,93.174639565,31.7,49
Rondon, José,602922,2019,157,11,24.2,.196,.209,87.3,33,2.8,32.1,97.556846792,92.824923524,24.4,46.2
Rondon, José,602922,2021,90,8,18.9,.263,.238,86.1,35.4,4.6,33.8,98.225865625,93.25665,24.3,44.8
Ahmed, Nick,605113,2015,459,29,17.6,.226,.217,86,26.4,1.7,22.4,95.342055535,91.692039403,22.2,47.8
Ahmed, Nick,605113,2016,308,15,18.8,.218,.234,87.1,29.4,2.6,29,96.020115133,92.029342267,21.1,52.2
Ahmed, Nick,605113,2017,178,10,21.9,.251,.235,84.7,35.2,2.3,24.2,95.806067031,91.972127578,28.4,52.3
Ahmed, Nick,605113,2018,564,40,19.3,.234,.240,86.9,36.3,5.1,30,96.624658634,92.358719756,25.2,50.4
Ahmed, Nick,605113,2019,625,52,18.1,.254,.256,87.8,35.7,6.6,34,97.728699383,92.939083223,21.3,49.5
Ahmed, Nick,605113,2020,217,18,21.2,.266,.247,87.7,30.1,5.2,33.3,97.979172667,93.079952,27.4,48.2
Ahmed, Nick,605113,2021,473,34,22,.221,.208,87.2,27.9,2.4,27.9,96.727999817,92.379487034,26.7,50
Ahmed, Nick,605113,2022,54,2,27.8,.231,.191,86.9,32.4,5.4,32.4,96.865202778,92.508848611,24.1,51.2
Ahmed, Nick,605113,2023,210,12,24.8,.212,.226,85.2,32.9,2.7,31.5,97.507589437,92.754850282,26.9,50.4
Ahmed, Nick,605113,2024,172,10,20.3,.232,.237,84.9,27.8,3.2,23.8,95.654217833,91.82855825,24.2,55.1
Anderson, Brian,605119,2017,95,10,29.5,.262,.254,87.7,43.9,5.3,38.6,98.728094828,93.499625789,30,46.9
Anderson, Brian,605119,2018,670,62,19.3,.273,.261,90.2,29.2,5.8,42.4,100.726437706,94.570017532,24.3,46.3
Anderson, Brian,605119,2019,520,44,21.9,.261,.253,89.9,31.3,8.9,46,100.764886494,94.722101667,27.4,47.5
Anderson, Brian,605119,2020,229,22,28.8,.255,.227,87.4,34.8,9.6,39.3,99.102413382,93.651971037,34.4,49.1
Anderson, Brian,605119,2021,264,26,24.6,.249,.215,88.8,33.9,7.7,38.7,98.54644369,93.476804821,28.1,50.2
Anderson, Brian,605119,2022,383,37,26.4,.222,.229,88.7,31.1,9.7,42,100.372461008,94.372032152,30.3,50.7
Anderson, Brian,605119,2023,361,36,29.9,.226,.231,87.6,34.3,10.3,37.1,99.655808491,93.945080472,33.3,48.9
Asche, Cody,605125,2015,456,26,24.3,.245,.240,87.2,33,5.7,33,97.724040467,92.8704776,24.8,48.5
Asche, Cody,605125,2016,218,18,24.8,.213,.231,85.9,36.1,3.5,29.9,97.471243194,92.780538322,19.8,44.7
Asche, Cody,605125,2017,62,3,33.9,.105,.212,86.8,36.1,8.3,33.3,97.268403889,92.698129167,36.4,46.3
Barnes, Austin,605131,2017,262,39,16.4,.289,.283,88.2,34.9,5.7,36.8,98.977377816,93.515397874,14.4,36.4
